Id,Category
1083,7
1084,6
1085,0
1086,1
1087,6
1088,3
1089,8
1090,4
1091,2
1092,8
1093,4
1094,2
1095,5
1096,1
1097,2
1098,5
1099,4
1100,0
1101,6
1102,6
1103,7
1104,3
1105,1
1106,6
1107,6
1108,1
1109,1
1110,1
1111,0
1112,4
1113,2
1114,6
1115,6
1116,2
1117,2
1118,1
1119,5
1120,1
1121,7
1122,3
1123,1
1124,0
1125,2
1126,6
1127,4
1128,8
1129,5
1130,1
1131,0
1132,5
1133,3
1134,0
1135,5
1136,7
1137,8
1138,2
1139,5
1140,8
1141,8
1142,3
1143,2
1144,1
1145,8
1146,8
1147,4
1148,5
1149,3
1150,8
1151,0
1152,0
1153,1
1154,1
1155,8
1156,0
1157,8
1158,6
1159,4
1160,5
1161,2
1162,2
1163,6
1164,0
1165,3
1166,3
1167,5
1168,2
1169,3
1170,7
1171,2
1172,1
1173,8
1174,7
1175,6
1176,3
1177,1
1178,5
1179,0
1180,7
1181,4
1182,4
1183,0
1184,3
1185,3
1186,7
1187,2
1188,0
1189,7
1190,1
1191,7
1192,6
1193,1
1194,1
1195,0
1196,7
1197,1
1198,1
1199,3
1200,8
1201,3
1202,1
1203,0
1204,3
1205,6
1206,6
1207,5
1208,4
1209,0
1210,8
1211,3
1212,2
1213,8
1214,1
1215,3
1216,0
1217,2
1218,1
1219,5
1220,1
1221,7
1222,4
1223,7
1224,1
1225,8
1226,8
1227,8
1228,7
1229,0
1230,0
1231,8
1232,7
1233,0
1234,6
1235,6
1236,7
1237,6
1238,0
1239,2
1240,7
1241,4
1242,3
1243,4
1244,4
1245,0
1246,8
1247,0
1248,7
1249,3
1250,7
1251,0
1252,2
1253,3
1254,0
1255,6
1256,6
1257,7
1258,5
1259,1
1260,7
1261,7
1262,5
1263,8
1264,5
1265,3
1266,3
1267,4
1268,5
1269,0
1270,2
1271,0
1272,5
1273,5
1274,0
1275,6
1276,4
1277,6
1278,1
1279,3
1280,5
1281,2
1282,5
1283,2
1284,1
1285,7
1286,4
1287,2
1288,0
1289,2
1290,8
1291,5
1292,4
1293,6
1294,8
1295,4
1296,2
1297,4
1298,1
1299,4
1300,4
1301,2
1302,2
1303,2
1304,5
1305,5
1306,7
1307,1
1308,2
1309,3
1310,1
1311,5
1312,1
1313,8
1314,6
1315,3
1316,3
1317,8
1318,5
1319,4
1320,7
1321,0
1322,0
1323,4
1324,6
1325,0
1326,8
1327,8
1328,4
1329,8
1330,2
1331,5
1332,1
1333,5
1334,2
1335,4
1336,5
1337,5
1338,3
1339,8
1340,8
1341,6
1342,7
1343,6
1344,4
1345,3
1346,4
1347,0
1348,4
1349,3
1350,8
1351,4
1352,6
1353,3
1354,7
1355,8
1356,0
1357,3
1358,6
1359,5
1360,0
1361,3
1362,1
1363,5
1364,5
1365,0
1366,0
1367,5
1368,7
1369,2
1370,3
1371,6
1372,6
1373,0
1374,4
1375,6
1376,0
1377,5
1378,8
1379,1
1380,2
1381,8
1382,8
1383,5
1384,7
1385,1
1386,2
1387,1
1388,5
1389,4
1390,2
1391,2
1392,8
1393,2
1394,3
1395,7
1396,4
1397,1
1398,4
1399,0
1400,2
1401,7
1402,6
1403,7
1404,4
1405,0
1406,2
1407,8
1408,3
1409,1
1410,6
1411,4
1412,6
1413,1
1414,1
1415,5
1416,7
1417,2
1418,1
1419,6
1420,5
1421,2
1422,2
1423,8
1424,5
1425,0
1426,2
1427,1
1428,7
1429,8
1430,3
1431,8
1432,8
1433,3
1434,2
1435,4
1436,6
1437,5
1438,2
1439,1
1440,7
1441,1
1442,4
1443,4
1444,7
1445,4
1446,4
1447,8
1448,8
1449,1
1450,5
1451,3
1452,6
1453,1
1454,7
1455,1
1456,7
1457,3
1458,6
1459,2
1460,8
1461,0
1462,5
1463,4
1464,3
1465,5
1466,2
1467,5
1468,5
1469,8
1470,0
1471,7
1472,3
1473,8
1474,8
1475,5
1476,3
1477,4
1478,0
1479,3
1480,0
1481,3
1482,6
1483,7
1484,0
1485,2
1486,4
1487,3
1488,0
1489,6
1490,0
1491,3
1492,7
1493,6
1494,8
1495,3
1496,6
1497,8
1498,0
1499,4
1500,5
1501,8
1502,7
1503,8
1504,8
1505,0
1506,2
1507,6
1508,5
1509,7
1510,2
1511,8
1512,3
1513,0
1514,8
1515,8
1516,5
1517,3
1518,1
1519,5
1520,4
1521,7
1522,8
1523,7
1524,6
1525,2
1526,3
1527,3
1528,4
1529,0
1530,6
1531,5
1532,5
1533,2
1534,4
1535,7
1536,6
1537,7
1538,1
1539,3
1540,6
1541,2
1542,7
1543,1
1544,5
1545,8
1546,5
1547,6
1548,6
1549,3
1550,3
1551,1
1552,4
1553,6
1554,6
1555,6
1556,7
1557,5
1558,4
1559,4
1560,1
1561,4
1562,8
1563,8
1564,1
1565,3
1566,8
1567,5
1568,0
1569,2
1570,0
1571,1
1572,6
1573,4
1574,5
1575,8
1576,4
1577,4
1578,8
1579,0
1580,2
1581,3
1582,4
1583,0
1584,1
1585,5
1586,8
1587,8
1588,3
1589,1
1590,8
1591,7
1592,4
1593,5
1594,7
1595,4
1596,5
1597,1
1598,4
1599,4
1600,3
1601,5
1602,6
1603,7
1604,1
1605,4
1606,0
1607,1
1608,4
1609,5
1610,7
1611,4
1612,7
1613,5
1614,3
1615,2
1616,8
1617,1
1618,3
1619,8
1620,8
1621,8
1622,0
1623,4
1624,4
1625,4
1626,1
1627,8
1628,5
1629,7
1630,1
1631,1
1632,1
1633,4
1634,1
1635,1
1636,3
1637,7
1638,6
1639,6
1640,2
1641,4
1642,8
1643,8
1644,6
1645,6
1646,4
1647,0
1648,0
1649,1
1650,5
1651,5
1652,7
1653,4
1654,5
1655,5
1656,6
1657,3
1658,7
1659,4
1660,0
1661,0
1662,8
1663,3
1664,0
1665,6
1666,2
1667,4
1668,8
1669,0
1670,1
1671,1
1672,0
1673,0
1674,3
1675,5
1676,1
1677,1
1678,0
1679,1
1680,1
1681,8
1682,3
1683,8
1684,7
1685,1
1686,4
1687,8
1688,4
1689,3
1690,8
1691,2
1692,8
1693,3
1694,2
1695,8
1696,2
1697,1
1698,7
1699,2
1700,0
1701,0
1702,0
1703,8
1704,0
1705,4
1706,3
1707,1
1708,1
1709,1
1710,6
1711,5
1712,0
1713,7
1714,6
1715,3
1716,4
1717,2
1718,7
1719,7
1720,3
1721,6
1722,0
1723,6
1724,0
1725,3
1726,0
1727,0
1728,1
1729,6
1730,3
1731,3
1732,8
1733,4
1734,1
1735,2
1736,6
1737,0
1738,5
1739,0
1740,1
1741,1
1742,0
1743,4
1744,4
1745,1
1746,5
1747,0
1748,0
1749,6
1750,7
1751,1
1752,1
1753,7
1754,6
1755,2
1756,8
1757,6
1758,3
1759,8
1760,6
1761,4
1762,6
1763,3
1764,8
1765,3
1766,3
1767,8
1768,0
1769,3
1770,6
1771,7
1772,3
1773,5
1774,4
1775,6
1776,5
1777,0
1778,7
1779,2
1780,7
1781,3
1782,2
1783,0
1784,1
1785,8
1786,8
1787,7
1788,8
1789,6
1790,2
1791,0
1792,4
1793,5
1794,5
1795,4
1796,6
1797,0
1798,4
1799,7
1800,3
1801,3
1802,1
1803,0
1804,0
1805,0
1806,3
1807,2
1808,4
1809,0
1810,3
1811,6
1812,8
1813,7
1814,0
1815,4
1816,4
1817,7
1818,2
1819,4
1820,2
1821,1
1822,3
1823,0
1824,2
1825,0
1826,0
1827,7
1828,8
1829,8
1830,5
1831,3
1832,5
1833,4
1834,7
1835,4
1836,3
1837,2
1838,3
1839,8
1840,0
1841,6
1842,3
1843,8
1844,8
1845,0
1846,6
1847,3
1848,3
1849,8
1850,1
1851,5
1852,5
1853,7
1854,6
1855,3
1856,3
1857,8
1858,2
1859,8
1860,6
1861,7
1862,6
1863,7
1864,0
1865,3
1866,2
1867,1
1868,4
1869,1
1870,4
1871,6
1872,4
1873,3
1874,4
1875,7
1876,4
1877,6
1878,4
1879,4
1880,7
1881,5
1882,8
1883,5
1884,5
1885,2
1886,0
1887,6
1888,1
1889,7
1890,4
1891,2
1892,3
1893,8
1894,0
1895,2
1896,7
1897,2
1898,4
1899,0
1900,8
1901,2
1902,4
1903,7
1904,2
1905,4
1906,0
1907,5
1908,8
1909,8
1910,6
1911,8
1912,3
1913,7
1914,1
1915,2
1916,2
1917,2
1918,1
1919,6
1920,2
1921,4
1922,1
1923,0
1924,3
1925,0
1926,1
1927,2
1928,4
1929,5
1930,8
1931,7
1932,0
1933,1
1934,0
1935,0
1936,7
1937,3
1938,0
1939,8
1940,6
1941,2
1942,6
1943,8
1944,8
1945,1
1946,6
1947,6
1948,0
1949,2
1950,1
1951,4
1952,1
1953,7
1954,1
1955,0
1956,1
1957,0
1958,7
1959,6
1960,7
1961,8
1962,0
1963,7
1964,3
1965,1
1966,8
1967,3
1968,1
1969,0
1970,1
1971,1
1972,3
1973,8
1974,3
1975,3
1976,4
1977,8
1978,0
1979,0
1980,1
1981,4
1982,5
1983,5
1984,7
1985,4
1986,1
1987,3
1988,8
1989,7
1990,2
1991,2
1992,1
1993,3
1994,7
1995,5
1996,8
1997,6
1998,8
1999,3
2000,2
2001,1
2002,6
2003,2
2004,7
2005,5
2006,2
2007,4
2008,6
2009,0
2010,2
2011,7
2012,3
2013,7
2014,6
2015,1
2016,3
2017,7
2018,5
2019,6
2020,2
2021,7
2022,1
2023,5
2024,4
2025,7
2026,3
2027,3
2028,8
2029,6
2030,3
2031,3
2032,5
2033,3
2034,5
2035,2
2036,1
2037,7
2038,1
2039,8
2040,3
2041,3
2042,1
2043,3
2044,8
2045,4
2046,4
2047,5
2048,2
2049,8
2050,3
2051,6
2052,2
2053,3
2054,3
2055,5
2056,6
2057,0
2058,1
2059,4
2060,2
2061,2
2062,4
2063,8
2064,6
2065,6
2066,0
2067,1
2068,2
2069,2
2070,3
2071,5
2072,2
2073,2
2074,1
2075,4
2076,5
2077,3
2078,3
2079,7
2080,6
2081,1
2082,8
2083,1
2084,1
2085,2
2086,4
2087,2
2088,7
2089,8
2090,3
2091,5
2092,3
2093,0
2094,0
2095,8
2096,2
2097,5
2098,2
2099,6
2100,7
2101,3
2102,7
2103,5
2104,6
2105,1
2106,8
2107,6
2108,3
2109,0
2110,6
2111,8
2112,3
2113,3
2114,2
2115,4
2116,6
2117,5
2118,7
2119,3
2120,7
2121,5
2122,2
2123,7
2124,2
2125,8
2126,5
2127,6
2128,4
2129,7
2130,4
2131,3
2132,5
2133,4
2134,4
2135,0
2136,5
2137,4
2138,1
2139,1
2140,8
2141,1
2142,3
2143,0
2144,0
2145,3
2146,6
2147,4
2148,4
2149,1
2150,5
2151,1
2152,5
2153,3
2154,7
2155,0
2156,5
2157,2
2158,5
2159,0
2160,8
2161,5
2162,6
2163,4
2164,2
2165,0
2166,6
2167,5
2168,6
2169,4
2170,7
2171,4
2172,4
2173,0
2174,6
2175,0
2176,3
2177,5
2178,1
2179,6
2180,7
2181,2
2182,0
2183,4
2184,0
2185,7
2186,4
2187,1
2188,3
2189,6
2190,6
2191,3
2192,6
2193,4
2194,0
2195,8
2196,1
2197,8
2198,7
2199,0
2200,2
2201,1
2202,4
2203,7
2204,6
2205,6
2206,2
2207,0
2208,0
2209,1
2210,4
2211,8
2212,4
2213,0
2214,6
2215,5
2216,2
2217,6
2218,4
2219,1
2220,2
2221,5
2222,5
2223,3
2224,3
2225,4
2226,1
2227,6
2228,1
2229,1
2230,4
2231,3
2232,4
2233,6
2234,5
2235,6
2236,7
2237,0
2238,2
2239,6
2240,6
2241,1
2242,8
2243,2
2244,2
2245,6
2246,6
2247,6
2248,4
2249,3
2250,7
2251,7
2252,2
2253,1
2254,6
2255,5
2256,4
2257,4
2258,7
2259,0
2260,0
2261,4
2262,0
2263,4
2264,6
2265,4
2266,6
2267,7
2268,3
2269,3
2270,3
2271,6
2272,5
2273,7
2274,5
2275,7
2276,3
2277,6
2278,5
2279,4
2280,3
2281,7
2282,1
2283,1
2284,4
2285,5
2286,2
2287,4
2288,7
2289,6
2290,4
2291,4
2292,6
2293,7
2294,2
2295,2
2296,6
2297,4
2298,1
2299,1
2300,4
2301,0
2302,6
2303,3
2304,5
2305,5
2306,6
2307,5
2308,6
2309,5
2310,4
2311,8
2312,3
2313,8
2314,3
2315,3
2316,0
2317,6
2318,5
2319,5
2320,4
2321,1
2322,1
2323,7
2324,1
2325,3
2326,0
2327,6
2328,7
2329,1
2330,8
2331,2
2332,2
2333,3
2334,6
2335,8
2336,5
2337,3
2338,5
2339,2
2340,0
2341,0
2342,4
2343,6
2344,8
2345,3
2346,2
2347,3
2348,4
2349,8
2350,3
2351,0
2352,2
2353,5
2354,4
2355,2
2356,7
2357,0
2358,2
2359,4
2360,4
2361,5
2362,1
2363,6
2364,6
2365,4
2366,6
2367,5
2368,4
2369,1
2370,1
2371,7
2372,4
2373,8
2374,5
2375,5
2376,8
2377,6
2378,1
2379,5
2380,1
2381,8
2382,7
2383,3
2384,2
2385,2
2386,6
2387,5
2388,4
2389,1
2390,3
2391,3
2392,1
2393,6
2394,0
2395,4
2396,5
2397,6
2398,6
2399,6
2400,1
2401,4
2402,3
2403,0
2404,0
2405,5
2406,4
2407,0
2408,3
2409,8
2410,8
2411,5
2412,2
2413,4
2414,1
2415,1
2416,0
2417,0
2418,4
2419,2
2420,3
2421,1
2422,8
2423,2
2424,1
2425,0
2426,4
2427,1
2428,6
2429,2
2430,4
2431,3
2432,3
2433,2
2434,0
2435,8
2436,7
2437,3
2438,6
2439,6
2440,6
2441,6
2442,1
2443,4
2444,5
2445,3
2446,6
2447,4
2448,3
2449,7
2450,4
2451,2
2452,4
2453,4
2454,6
2455,0
2456,0
2457,6
2458,3
2459,5
2460,8
2461,2
2462,1
2463,3
2464,6
2465,6
2466,6
2467,3
2468,6
2469,8
2470,5
2471,6
2472,1
2473,7
2474,5
2475,0
2476,3
2477,1
2478,1
2479,6
2480,6
2481,6
2482,5
2483,3
2484,5
2485,6
2486,8
2487,5
2488,2
2489,5
2490,8
2491,5
2492,8
2493,8
2494,3
2495,5
2496,7
2497,7
2498,7
2499,2
2500,4
2501,4
2502,6
2503,7
2504,2
2505,8
2506,3
2507,5
2508,4
2509,2
2510,2
2511,7
2512,8
2513,8
2514,4
2515,5
2516,3
2517,7
2518,4
2519,6
2520,5
2521,6
2522,5
2523,6
2524,7
2525,2
2526,5
2527,2
2528,7
2529,4
2530,5
2531,6
2532,0
2533,0
2534,3
2535,8
2536,8
2537,8
2538,6
2539,7
2540,4
2541,8
2542,8
2543,7
2544,1
2545,4
2546,7
2547,8
2548,0
2549,8
2550,4
2551,8
2552,8
2553,8
2554,0
2555,3
2556,0
2557,2
2558,4
2559,2
2560,5
2561,3
2562,2
2563,2
2564,8
2565,8
2566,2
2567,3
2568,6
2569,5
2570,1
2571,4
2572,1
2573,6
2574,0
2575,8
2576,5
2577,3
2578,1
2579,0
2580,3
2581,1
2582,0
2583,5
2584,1
2585,6
2586,3
2587,8
2588,4
2589,2
2590,8
2591,2
2592,8
2593,6
2594,0
2595,2
2596,5
2597,0
2598,5
2599,8
2600,3
2601,5
2602,1
2603,0
2604,2
2605,4
2606,3
2607,4
2608,0
2609,6
2610,3
2611,6
2612,8
2613,4
2614,6
2615,4
2616,1
2617,5
2618,7
2619,2
2620,5
2621,5
2622,0
2623,4
2624,7
2625,7
2626,6
2627,3
2628,6
2629,0
2630,8
2631,0
2632,1
2633,4
2634,1
2635,8
2636,7
2637,4
2638,0
2639,0
2640,4
2641,3
2642,5
2643,8
2644,1
2645,1
2646,8
2647,5
2648,8
2649,5
2650,7
2651,4
2652,1
2653,3
2654,1
2655,1
2656,3
2657,5
2658,0
2659,1
2660,3
2661,8
2662,6
2663,5
2664,5
2665,3
2666,4
2667,6
2668,6
2669,2
2670,5
2671,1
2672,4
2673,8
2674,8
2675,3
2676,1
2677,3
2678,2
2679,6
2680,5
2681,3
2682,8
2683,2
2684,5
2685,2
2686,7
2687,5
2688,3
2689,5
2690,3
2691,3
2692,7
2693,1
2694,0
2695,2
2696,0
2697,8
2698,4
2699,0
2700,3
2701,7
2702,4
2703,3
2704,1
2705,4
2706,7
2707,7
2708,4
2709,7
2710,0
2711,0
2712,3
2713,5
2714,7
2715,2
2716,0
2717,7
2718,2
2719,0
2720,2
2721,1
2722,1
2723,5
2724,6
2725,1
2726,4
2727,8
2728,4
2729,8
2730,2
2731,2
2732,1
2733,8
2734,1
2735,4
2736,8
2737,2
2738,6
2739,7
2740,6
2741,7
2742,4
2743,4
2744,0
2745,1
2746,1
2747,6
2748,0
2749,5
2750,8
2751,7
2752,4
2753,5
2754,6
2755,4
2756,8
2757,7
2758,8
2759,8
2760,6
2761,6
2762,8
2763,2
2764,0
2765,6
2766,8
2767,7
2768,0
2769,5
2770,2
2771,3
2772,4
2773,3
2774,8
2775,6
2776,3
2777,6
2778,7
2779,8
2780,5
2781,4
2782,0
2783,1
2784,8
2785,8
2786,6
2787,1
2788,0
2789,4
2790,7
2791,8
2792,1
2793,4
2794,5
2795,0
2796,7
2797,8
2798,5
2799,3
2800,4
2801,8
2802,3
2803,5
2804,6
2805,7
2806,3
2807,4
2808,6
2809,4
2810,1
2811,6
2812,6
2813,7
2814,3
2815,7
2816,0
2817,7
2818,1
2819,5
2820,8
2821,6
2822,6
2823,4
2824,3
2825,5
2826,6
2827,8
2828,1
2829,5
2830,5
2831,6
2832,6
2833,1
2834,6
2835,2
2836,2
2837,7
2838,6
2839,7
2840,4
2841,4
2842,4
2843,4
2844,8
2845,3
2846,8
2847,6
2848,8
2849,6
2850,1
2851,3
2852,8
2853,5
2854,5
2855,1
2856,5
2857,8
2858,7
2859,1
2860,0
2861,5
2862,2
2863,3
2864,7
2865,6
2866,3
2867,2
2868,2
2869,6
2870,0
2871,6
2872,2
2873,0
2874,7
2875,3
2876,5
2877,7
2878,5
2879,1
2880,8
2881,4
2882,7
2883,8
2884,4
2885,5
2886,6
2887,7
2888,4
2889,7
2890,2
2891,4
2892,8
2893,0
2894,5
2895,6
2896,1
2897,4
2898,3
2899,6
2900,6
2901,0
2902,0
2903,8
2904,6
2905,8
2906,2
2907,1
2908,8
2909,7
2910,2
2911,6
2912,3
2913,2
2914,4
2915,4
2916,4
2917,6
2918,2
2919,7
2920,8
2921,4
2922,8
2923,6
2924,6
2925,5
2926,4
2927,8
2928,8
2929,2
2930,0
2931,3
2932,7
2933,1
2934,4
2935,5
2936,1
2937,8
2938,7
2939,3
2940,1
2941,3
2942,3
2943,0
2944,3
2945,3
2946,7
2947,3
2948,6
2949,6
2950,1
2951,1
2952,8
2953,7
2954,2
2955,6
2956,8
2957,2
2958,6
2959,7
2960,6
2961,0
2962,1
2963,6
2964,8
2965,5
2966,0
2967,0
2968,6
2969,1
2970,5
2971,2
2972,2
2973,3
2974,5
2975,3
2976,5
2977,2
2978,0
2979,2
2980,5
2981,6
2982,0
2983,0
2984,0
2985,8
2986,6
2987,5
2988,0
2989,6
2990,2
2991,3
2992,8
2993,0
2994,2
2995,2
2996,7
2997,4
